"region_txt","summary"
"South America","12/21/2016: Assailants detonated explosives targeting the residence of Luis Evelio Ascanio Naranjo in Saravena, Arauca, Colombia. Ascanio, a Democratic Center councilor, was not harmed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the National Liberation Army of Colombia (ELN)."
"Middle East & North Africa","12/21/2016: Assailants fired a rocket at MV-Jouya-8, an Iranian cargo ship, off the coast of Hudaydah, Al Hudaydah, Yemen. Seven Pakistani crew members were killed in the attack. No group claimed responsibility for the incident."
"South Asia","12/21/2016: An explosive device detonated at the residence of Kala Khan in Michni, Federally Administered Tribal Areas, Pakistan. Khan, a tribal elder, was not harmed as there were no reported casualties in the blast. No group claimed responsibility for the attack."
"Middle East & North Africa","12/21/2016: Assailants opened fire on Samer Homied, an Asbat al-Ansar member, at the Ain al-Hilweh refugee camp in Sidon, South governorate, Lebanon. Homied and a civilian were killed and a second civilian was injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Fatah al-Islam."
"Middle East & North Africa","12/21/2016: Two explosive devices detonated in Baghdad al-Jadeeda area, Baghdad city, Baghdad governorate, Iraq. At least two people were injured in the blasts. No group claimed responsibility for the incident."
"Middle East & North Africa","12/21/2016: An explosives-laden vehicle detonated in Shurtah 4th area, Baghdad city, Baghdad governorate, Iraq. One person was killed and four people were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
"Middle East & North Africa","12/21/2016: Security forces intercepted and killed two suicide bombers attempting to target military headquarters in Darawsha area, Baghdad city, Baghdad governorate, Iraq. No group claimed responsibility for the incident."
"Middle East & North Africa","12/21/2016: An explosive device detonated in Ziham, northeast of Baqubah, Diyala, Iraq. At least two people were killed in the blast. No group claimed responsibility for the incident."
"Middle East & North Africa","12/21/2016: A sniper shot and wounded a woman in Sabri, Benghazi, Libya. No group claimed responsibility for the incident."
"South Asia","12/21/2016: Assailants threw a grenade at a police vehicle in Parimpora, Jammu and Kashmir, India. There were no reported casualties in the blast. No group claimed responsibility for the incident."
"Sub-Saharan Africa","12/21/2016: Assailants abducted a Ugandan African Union Mission in Somalia (AMISOM) soldier in Qoryoley district, Lower Shebelle, Somalia. The outcome of the kidnapping is unknown. Al-Shabaab claimed responsibility for the incident."
"Sub-Saharan Africa","12/21/2016: Assailants kidnapped Orhifi Orovwagbarha along the Asaba-Warri road in Warri, Delta, Nigeria. Security forces rescued Orovwagbarha, a tribal monarch, the following day. No group claimed responsibility for the incident; however, sources attributed the attack to Fulani militants."
"Middle East & North Africa","12/21/2016: An explosive device planted in a house detonated as security forces attempted to defuse it in Busanib, Benghazi, Libya. Three soldiers were killed in the attack. No group claimed responsibility for the incident."
"South Asia","12/21/2016: An explosive device detonated in Mulla Burjan, Kandahar, Afghanistan. At least four people were injured in the blast. No group claimed responsibility for the attack."
"South Asia","12/21/2016: An explosive device detonated at a foreign military base near the Parliament building in Dar-ul Aman, Kabul, Afghanistan. There were no reported casualties in the blast. No group claimed responsibility for the attack."
"South Asia","12/21/2016: An explosive device detonated as it was being planted in Ruyi Du Ab, Nuristan, Afghanistan. At least five assailants were injured in the blast. No group claimed responsibility; however, sources attributed the attack to the Taliban."
"Southeast Asia","12/21/2016: Assailants set fire to a Husky Tours Bus in Morales, South Cotabato, Philippines. There were no reported casualties in the attack. No group claimed responsibility; however, sources attributed the attack to the New People's Army (NPA)."
"Southeast Asia","12/21/2016: Assailants threw a grenade at a Philippine National Police (PNP) station in Sirawai, Zamboanga del Norte, Philippines. There were no reported casualties as the grenade failed to detonate. No group claimed responsibility for the attack."
"Middle East & North Africa","12/21/2016: A suicide bomber detonated an explosives-laden vehicle in Zuhur, Mosul, Nineveh, Iraq. In addition to the assailant, eight people were killed and 13 people were injured in the blast. No group claimed responsibility for the incident."
"Southeast Asia","12/21/2016: Assailants shot and killed a government worker in Linao Norte, Cagayan, Philippines. No group claimed responsibility for the attack."
"Middle East & North Africa","12/21/2016: Assailants kidnapped five surgeons from the Medical Directorate in Mosul, Nineveh, Iraq. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL), noting the victims had refused to treat ISIL members."
"Middle East & North Africa","12/21/2016: A suicide bomber detonated targeting military forces in Ramadi, Al Anbar, Iraq. In addition to the assailant, at least 13 soldiers were killed in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
"Middle East & North Africa","12/21/2016: Security forces intercepted and killed two suicide bombers driving explosives-laden vehicles in Hayy Filistinen, Mosul, Nineveh, Iraq. No group claimed responsibility for the incident."
"Middle East & North Africa","12/21/2016: Three suicide bombers detonated explosives-laden vehicles near Turkish Armed Forces (TSK) soldiers in Bab, Aleppo, Syria. In addition to the three bombers, at least 10 soldiers were killed and 18 others were injured in the blasts. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attack."
"South Asia","12/21/2016: An explosive device detonated at a shop in Dimapur, Nagaland, India. Three people were injured in the blast. No group claimed responsibility for the incident."
"Middle East & North Africa","12/21/2016: A young female suicide bomber detonated targeting a convoy of refugees in eastern Nineveh, Iraq. The assailant was the only reported casualty resulting from the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL)."
